graph,method,queryset,storage,size,trainingF1,testF1,creationTime,graphTime,summaryTime
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,675000,8512,1.000000,0.000000,0.046000,7.874000,0.069000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,675000,7848,1.000000,0.000000,0.029000,7.452000,0.054000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,675000,8244,1.000000,0.010101,0.034000,7.328000,0.049000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,675000,6892,1.000000,0.000000,0.030000,7.362000,0.043000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,675000,7180,1.000000,0.000000,0.026000,7.223000,0.043000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,675000,11248,1.000000,0.000000,0.034000,7.341000,0.053000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,675000,11400,1.000000,0.000000,0.036000,7.422000,0.044000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,675000,9552,1.000000,0.000000,0.028000,7.328000,0.039000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,675000,9776,1.000000,0.045455,0.029000,7.244000,0.037000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,675000,9792,1.000000,0.000000,0.029000,7.388000,0.049000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,675000,12636,1.000000,0.271709,0.064000,8.450000,0.051000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,675000,10760,1.000000,0.270321,0.061000,8.438000,0.049000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,675000,13464,1.000000,0.211046,0.058000,8.376000,0.055000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,675000,12348,1.000000,0.227360,0.062000,8.247000,0.043000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,675000,14196,1.000000,0.352684,0.067000,8.245000,0.063000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,675000,9828,1.000000,0.000000,0.030000,6.897000,0.035000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,675000,11352,1.000000,0.000000,0.033000,7.338000,0.035000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,675000,7912,1.000000,0.000000,0.022000,7.039000,0.029000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,675000,10688,1.000000,0.045455,0.031000,7.265000,0.053000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,675000,8488,1.000000,0.000000,0.025000,7.005000,0.040000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,675000,12308,1.000000,0.270581,0.063000,7.765000,0.044000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,675000,13500,1.000000,0.303782,0.070000,7.622000,0.063000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,675000,12516,1.000000,0.213470,0.057000,7.780000,0.045000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,675000,12688,1.000000,0.163701,0.065000,7.656000,0.062000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,675000,13184,1.000000,0.358743,0.064000,7.704000,0.056000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,337500,9728,1.000000,0.000000,0.050000,8.424000,0.074000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,337500,8852,1.000000,0.010101,0.033000,8.251000,0.047000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,337500,9616,1.000000,0.000000,0.035000,8.222000,0.052000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,337500,9268,1.000000,0.000000,0.036000,7.537000,0.043000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,337500,9704,1.000000,0.000000,0.035000,7.394000,0.058000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,337500,8436,1.000000,0.045455,0.026000,7.555000,0.039000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,337500,9536,1.000000,0.000000,0.030000,7.531000,0.040000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,337500,10156,1.000000,0.000000,0.032000,7.473000,0.042000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,337500,7772,1.000000,0.000000,0.023000,7.399000,0.039000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,337500,7852,1.000000,0.045455,0.023000,7.574000,0.037000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,337500,10884,1.000000,0.316218,0.057000,8.765000,0.048000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,337500,11440,1.000000,0.238547,0.066000,8.730000,0.048000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,337500,10904,1.000000,0.069735,0.061000,8.564000,0.038000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,337500,13152,1.000000,0.167826,0.064000,8.577000,0.040000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,337500,13752,1.000000,0.174788,0.060000,8.763000,0.042000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,337500,6164,1.000000,0.000000,0.019000,7.017000,0.032000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,337500,9816,1.000000,0.000000,0.028000,7.375000,0.046000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,337500,9768,1.000000,0.000000,0.028000,7.371000,0.047000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,337500,8180,1.000000,0.000000,0.024000,7.297000,0.033000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,337500,7580,1.000000,0.000000,0.021000,7.220000,0.038000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,337500,12312,1.000000,0.246168,0.068000,7.592000,0.038000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,337500,10572,1.000000,0.282145,0.056000,7.718000,0.049000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,337500,11572,1.000000,0.340336,0.080000,7.774000,0.047000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,337500,13280,1.000000,0.232445,0.071000,7.110000,0.040000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,337500,12672,1.000000,0.270627,0.066000,7.697000,0.040000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,168750,9872,1.000000,0.000000,0.054000,8.120000,0.062000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,168750,9772,1.000000,0.010101,0.041000,7.494000,0.046000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,168750,8952,1.000000,0.000000,0.032000,7.437000,0.040000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,168750,8928,1.000000,0.000000,0.033000,7.378000,0.046000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query1/,168750,7996,1.000000,0.000000,0.027000,7.289000,0.040000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,168750,9088,1.000000,0.000000,0.027000,7.334000,0.040000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,168750,8356,1.000000,0.045455,0.025000,7.382000,0.034000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,168750,11172,1.000000,0.000000,0.033000,7.368000,0.042000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,168750,10908,1.000000,0.000000,0.032000,7.444000,0.045000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query033/,168750,10948,1.000000,0.000000,0.032000,7.307000,0.047000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,168750,12368,1.000000,0.203785,0.063000,8.552000,0.058000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,168750,10368,1.000000,0.248472,0.052000,8.464000,0.031000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,168750,11336,1.000000,0.198836,0.059000,8.421000,0.052000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,168750,11876,1.000000,0.295239,0.057000,8.515000,0.047000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query01/,168750,12896,1.000000,0.288194,0.061000,8.315000,0.058000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,168750,10744,1.000000,0.000000,0.032000,7.417000,0.035000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,168750,8652,1.000000,0.045455,0.026000,7.144000,0.034000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,168750,8292,1.000000,0.000000,0.024000,7.128000,0.030000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,168750,10724,1.000000,0.000000,0.032000,7.395000,0.042000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query0033/,168750,9704,1.000000,0.045455,0.027000,7.401000,0.039000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,168750,12876,1.000000,0.299103,0.066000,7.623000,0.045000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,168750,12340,1.000000,0.193128,0.068000,7.426000,0.038000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,168750,10472,1.000000,0.341179,0.051000,7.443000,0.041000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,168750,12756,1.000000,0.141535,0.058000,7.577000,0.039000
/home/lukas/thesisdata/citation/graph,cache,/home/lukas/thesisdata/citation/query001/,168750,12872,1.000000,0.352153,0.064000,7.523000,0.062000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,1350000,12164,1.000000,0.000000,0.068000,3.204000,0.063000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,1350000,12460,1.000000,0.000000,0.048000,3.298000,0.047000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,1350000,12876,1.000000,0.000000,0.049000,3.240000,0.053000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,1350000,14988,1.000000,0.000000,0.055000,3.214000,0.041000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,1350000,14432,1.000000,0.000000,0.047000,3.232000,0.057000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,1350000,15296,1.000000,0.007813,0.052000,3.810000,0.053000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,1350000,18488,1.000000,0.000000,0.064000,3.769000,0.069000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,1350000,19040,1.000000,0.000000,0.064000,3.766000,0.058000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,1350000,18256,1.000000,0.002976,0.062000,3.695000,0.062000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,1350000,18308,1.000000,0.000000,0.063000,3.789000,0.058000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,1350000,16512,1.000000,0.097403,0.061000,4.087000,0.050000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,1350000,18444,1.000000,0.122857,0.061000,4.022000,0.067000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,1350000,19716,1.000000,0.086400,0.067000,4.132000,0.063000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,1350000,18776,1.000000,0.094545,0.068000,3.972000,0.069000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,1350000,18824,1.000000,0.166607,0.065000,4.169000,0.064000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,1350000,17652,1.000000,0.000000,0.080000,3.847000,0.067000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,1350000,16744,1.000000,0.000000,0.056000,3.790000,0.066000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,1350000,17476,1.000000,0.000000,0.058000,3.863000,0.065000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,1350000,17932,1.000000,0.000000,0.060000,3.862000,0.041000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,1350000,17068,1.000000,0.000000,0.058000,3.894000,0.056000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,1350000,13380,1.000000,0.177283,0.064000,3.842000,0.055000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,1350000,13336,1.000000,0.326754,0.059000,3.907000,0.057000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,1350000,14116,1.000000,0.134532,0.067000,3.842000,0.057000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,1350000,13636,1.000000,0.131320,0.058000,3.844000,0.062000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,1350000,14660,1.000000,0.364808,0.064000,3.829000,0.063000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,675000,11520,1.000000,0.001748,0.062000,3.151000,0.058000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,675000,11592,1.000000,0.000000,0.044000,3.112000,0.040000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,675000,11180,1.000000,0.000000,0.042000,2.938000,0.037000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,675000,13120,1.000000,0.000000,0.042000,3.104000,0.040000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,675000,14632,1.000000,0.000000,0.048000,2.942000,0.049000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,675000,16288,1.000000,0.010789,0.055000,3.650000,0.057000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,675000,14512,1.000000,0.000000,0.048000,3.590000,0.042000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,675000,18500,1.000000,0.000000,0.061000,3.568000,0.064000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,675000,15280,1.000000,0.000000,0.050000,3.609000,0.047000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,675000,18204,1.000000,0.000000,0.060000,3.584000,0.044000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,675000,19048,1.000000,0.056898,0.068000,4.007000,0.056000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,675000,19072,1.000000,0.095521,0.068000,3.860000,0.072000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,675000,18280,1.000000,0.096473,0.062000,3.940000,0.058000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,675000,17476,1.000000,0.040000,0.061000,3.870000,0.057000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,675000,18168,1.000000,0.123833,0.065000,3.887000,0.047000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,675000,17284,1.000000,0.007813,0.059000,3.643000,0.068000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,675000,18124,1.000000,0.005376,0.062000,3.613000,0.055000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,675000,17296,1.000000,0.000000,0.058000,3.598000,0.063000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,675000,19392,1.000000,0.000000,0.065000,3.558000,0.052000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,675000,18216,1.000000,0.004630,0.060000,3.541000,0.062000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,675000,13680,1.000000,0.253337,0.060000,3.912000,0.052000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,675000,14348,1.000000,0.282146,0.064000,3.922000,0.050000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,675000,14556,1.000000,0.382272,0.062000,3.857000,0.061000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,675000,12660,1.000000,0.308949,0.057000,3.898000,0.045000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,675000,15240,1.000000,0.196941,0.065000,3.902000,0.049000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,337500,12460,1.000000,0.000000,0.067000,3.109000,0.064000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,337500,13928,1.000000,0.000000,0.054000,3.170000,0.054000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,337500,12888,1.000000,0.000000,0.048000,3.138000,0.055000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,337500,12716,1.000000,0.001748,0.045000,3.022000,0.051000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,337500,14020,1.000000,0.000000,0.054000,3.156000,0.056000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,337500,18192,1.000000,0.000000,0.062000,3.406000,0.071000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,337500,13912,1.000000,0.002976,0.047000,3.415000,0.054000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,337500,19236,1.000000,0.000000,0.064000,3.475000,0.054000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,337500,18124,1.000000,0.000000,0.059000,3.387000,0.067000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,337500,19096,1.000000,0.004630,0.064000,3.357000,0.070000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,337500,18876,1.000000,0.081928,0.067000,3.912000,0.065000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,337500,17976,1.000000,0.090130,0.064000,3.883000,0.070000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,337500,17516,1.000000,0.105129,0.063000,3.890000,0.056000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,337500,18692,1.000000,0.087273,0.067000,3.811000,0.080000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,337500,18056,1.000000,0.137683,0.066000,3.918000,0.059000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,337500,14628,1.000000,0.004630,0.047000,3.532000,0.042000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,337500,14744,1.000000,0.010006,0.049000,3.424000,0.056000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,337500,17472,1.000000,0.000000,0.059000,3.441000,0.050000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,337500,17928,1.000000,0.000000,0.060000,3.555000,0.061000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,337500,20148,1.000000,0.000000,0.067000,3.504000,0.061000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,337500,14100,1.000000,0.199669,0.064000,3.977000,0.063000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,337500,13628,1.000000,0.244630,0.057000,3.969000,0.043000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,337500,14760,1.000000,0.299451,0.064000,4.025000,0.053000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,337500,14532,1.000000,0.300642,0.066000,4.022000,0.056000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,337500,13764,1.000000,0.228370,0.062000,3.914000,0.062000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,168750,13764,1.000000,0.001748,0.069000,3.185000,0.060000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,168750,12604,1.000000,0.000000,0.048000,3.110000,0.051000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,168750,14508,1.000000,0.000000,0.053000,3.130000,0.051000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,168750,12180,1.000000,0.001748,0.042000,3.154000,0.048000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query1/,168750,12452,1.000000,0.000000,0.045000,3.111000,0.041000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,168750,17684,1.000000,0.000000,0.061000,3.565000,0.076000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,168750,17112,1.000000,0.000000,0.059000,3.630000,0.052000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,168750,17796,1.000000,0.000000,0.059000,3.547000,0.057000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,168750,15464,1.000000,0.002976,0.052000,3.574000,0.061000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query033/,168750,19800,1.000000,0.000000,0.066000,3.569000,0.066000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,168750,16260,1.000000,0.023942,0.059000,3.933000,0.050000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,168750,15996,1.000000,0.053673,0.057000,3.962000,0.048000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,168750,19044,1.000000,0.080000,0.069000,3.869000,0.069000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,168750,16056,1.000000,0.043333,0.060000,4.000000,0.062000
